symbol,date,open,high,low,close,volume,wap,barcount
NVDA,20250505 14:23:00 US/Eastern,114.37,114.38,114.31,114.34,74324,114.347,287
NVDA,20250505 14:24:00 US/Eastern,114.33,114.35,114.31,114.34,113495,114.327,490
NVDA,20250505 14:25:00 US/Eastern,114.33,114.39,114.31,114.39,87978,114.353,342
NVDA,20250505 14:26:00 US/Eastern,114.39,114.44,114.38,114.44,173303,114.421,559
NVDA,20250505 14:27:00 US/Eastern,114.44,114.44,114.37,114.41,97246,114.406,317
NVDA,20250505 14:28:00 US/Eastern,114.39,114.4,114.36,114.38,73260,114.378,309
NVDA,20250505 14:29:00 US/Eastern,114.38,114.39,114.35,114.38,68572,114.372,299
NVDA,20250505 14:30:00 US/Eastern,114.37,114.42,114.34,114.42,103234,114.379,420
NVDA,20250505 14:31:00 US/Eastern,114.41,114.45,114.39,114.41,117640,114.413,369
NVDA,20250505 14:32:00 US/Eastern,114.41,114.47,114.4,114.47,119751,114.442,435
NVDA,20250505 14:33:00 US/Eastern,114.47,114.5,114.45,114.49,130201,114.476,479
NVDA,20250505 14:34:00 US/Eastern,114.48,114.55,114.47,114.53,186248,114.51,542
NVDA,20250505 14:35:00 US/Eastern,114.54,114.54,114.46,114.52,188351,114.499,602
NVDA,20250505 14:36:00 US/Eastern,114.51,114.6,114.51,114.59,265849,114.564,764
NVDA,20250505 14:37:00 US/Eastern,114.59,114.62,114.54,114.55,174898,114.585,580
NVDA,20250505 14:38:00 US/Eastern,114.55,114.61,114.54,114.59,112179,114.581,393
NVDA,20250505 14:39:00 US/Eastern,114.6,114.62,114.56,114.57,113705,114.599,398
NVDA,20250505 14:40:00 US/Eastern,114.58,114.59,114.54,114.58,146431,114.565,465
NVDA,20250505 14:41:00 US/Eastern,114.58,114.61,114.55,114.55,145953,114.584,392
NVDA,20250505 14:42:00 US/Eastern,114.56,114.57,114.5,114.53,188360,114.525,551
NVDA,20250505 14:43:00 US/Eastern,114.53,114.65,114.52,114.64,224001,114.602,622
NVDA,20250505 14:44:00 US/Eastern,114.64,114.67,114.62,114.66,207752,114.646,531
NVDA,20250505 14:45:00 US/Eastern,114.65,114.66,114.62,114.64,127759,114.64,385
NVDA,20250505 14:46:00 US/Eastern,114.63,114.65,114.58,114.64,134261,114.621,433
NVDA,20250505 14:47:00 US/Eastern,114.64,114.65,114.58,114.59,114282,114.599,320
NVDA,20250505 14:48:00 US/Eastern,114.59,114.61,114.53,114.53,130676,114.572,419
NVDA,20250505 14:49:00 US/Eastern,114.53,114.58,114.53,114.57,81862,114.559,270
NVDA,20250505 14:50:00 US/Eastern,114.57,114.58,114.52,114.54,90487,114.547,400
NVDA,20250505 14:51:00 US/Eastern,114.55,114.6,114.54,114.59,105900,114.571,323
NVDA,20250505 14:52:00 US/Eastern,114.6,114.64,114.57,114.57,122919,114.605,347
NVDA,20250505 14:53:00 US/Eastern,114.57,114.57,114.36,114.36,297511,114.471,1400
NVDA,20250505 14:54:00 US/Eastern,114.37,114.4,114.3,114.33,280450,114.345,1105
NVDA,20250505 14:55:00 US/Eastern,114.33,114.34,114.22,114.24,275826,114.272,878
NVDA,20250505 14:56:00 US/Eastern,114.23,114.33,114.17,114.28,179908,114.27,652
NVDA,20250505 14:57:00 US/Eastern,114.28,114.31,114.24,114.3,116890,114.279,464
NVDA,20250505 14:58:00 US/Eastern,114.3,114.32,114.19,114.2,267201,114.229,847
NVDA,20250505 14:59:00 US/Eastern,114.21,114.22,114.13,114.18,230493,114.166,812
NVDA,20250505 15:00:00 US/Eastern,114.17,114.25,114.12,114.12,223048,114.163,788
NVDA,20250505 15:01:00 US/Eastern,114.13,114.22,114.07,114.21,271942,114.135,1035
NVDA,20250505 15:02:00 US/Eastern,114.22,114.22,114.13,114.2,103715,114.192,376
NVDA,20250505 15:03:00 US/Eastern,114.2,114.21,114.1,114.19,136808,114.151,472
NVDA,20250505 15:04:00 US/Eastern,114.19,114.27,114.17,114.26,108125,114.217,420
NVDA,20250505 15:05:00 US/Eastern,114.26,114.34,114.24,114.34,194571,114.287,594
NVDA,20250505 15:06:00 US/Eastern,114.34,114.34,114.21,114.26,140378,114.281,520
NVDA,20250505 15:07:00 US/Eastern,114.25,114.26,114.17,114.23,116888,114.205,401
NVDA,20250505 15:08:00 US/Eastern,114.23,114.23,114.16,114.18,92070,114.19,283
NVDA,20250505 15:09:00 US/Eastern,114.18,114.19,114.14,114.17,119186,114.164,399
NVDA,20250505 15:10:00 US/Eastern,114.16,114.17,114.04,114.11,201422,114.102,761
NVDA,20250505 15:11:00 US/Eastern,114.13,114.16,114.08,114.09,121195,114.12,438
NVDA,20250505 15:12:00 US/Eastern,114.09,114.23,114.08,114.22,199552,114.156,619
NVDA,20250505 15:13:00 US/Eastern,114.22,114.22,114.13,114.21,133482,114.175,460
NVDA,20250505 15:14:00 US/Eastern,114.2,114.2,114.14,114.17,83001,114.181,282
NVDA,20250505 15:15:00 US/Eastern,114.17,114.25,114.14,114.25,152309,114.211,474
NVDA,20250505 15:16:00 US/Eastern,114.25,114.36,114.21,114.34,253077,114.286,914
NVDA,20250505 15:17:00 US/Eastern,114.34,114.37,114.31,114.33,195921,114.348,690
NVDA,20250505 15:18:00 US/Eastern,114.33,114.37,114.3,114.36,113017,114.327,393
NVDA,20250505 15:19:00 US/Eastern,114.36,114.36,114.29,114.32,142877,114.331,609
NVDA,20250505 15:20:00 US/Eastern,114.32,114.34,114.28,114.31,101163,114.316,400
NVDA,20250505 15:21:00 US/Eastern,114.32,114.35,114.24,114.25,159358,114.291,515
NVDA,20250505 15:22:00 US/Eastern,114.25,114.27,114.14,114.21,282299,114.215,909
NVDA,20250505 15:23:00 US/Eastern,114.21,114.33,114.21,114.29,175136,114.283,617
NVDA,20250505 15:24:00 US/Eastern,114.28,114.32,114.23,114.27,180629,114.28,543
NVDA,20250505 15:25:00 US/Eastern,114.26,114.31,114.22,114.26,157944,114.266,547
NVDA,20250505 15:26:00 US/Eastern,114.26,114.29,114.22,114.27,136100,114.257,396
NVDA,20250505 15:27:00 US/Eastern,114.27,114.37,114.26,114.36,165976,114.325,503
NVDA,20250505 15:28:00 US/Eastern,114.36,114.4,114.35,114.35,194777,114.376,639
NVDA,20250505 15:29:00 US/Eastern,114.36,114.42,114.35,114.37,145938,114.385,508
NVDA,20250505 15:30:00 US/Eastern,114.36,114.49,114.33,114.45,242515,114.434,723
NVDA,20250505 15:31:00 US/Eastern,114.45,114.53,114.42,114.53,228955,114.476,694
NVDA,20250505 15:32:00 US/Eastern,114.52,114.55,114.47,114.53,178498,114.511,584
NVDA,20250505 15:33:00 US/Eastern,114.54,114.54,114.47,114.5,147233,114.5,572
NVDA,20250505 15:34:00 US/Eastern,114.51,114.52,114.47,114.51,134101,114.488,614
NVDA,20250505 15:35:00 US/Eastern,114.5,114.54,114.48,114.53,144960,114.503,622
NVDA,20250505 15:36:00 US/Eastern,114.54,114.6,114.5,114.58,236927,114.547,856
NVDA,20250505 15:37:00 US/Eastern,114.58,114.62,114.55,114.56,194959,114.584,637
NVDA,20250505 15:38:00 US/Eastern,114.56,114.62,114.54,114.58,154546,114.579,461
NVDA,20250505 15:39:00 US/Eastern,114.57,114.58,114.51,114.51,164434,114.535,561
NVDA,20250505 15:40:00 US/Eastern,114.52,114.54,114.49,114.53,193302,114.512,653
NVDA,20250505 15:41:00 US/Eastern,114.53,114.55,114.49,114.5,173143,114.513,596
NVDA,20250505 15:42:00 US/Eastern,114.5,114.52,114.41,114.48,229522,114.452,739
NVDA,20250505 15:43:00 US/Eastern,114.48,114.49,114.3,114.31,336587,114.362,975
NVDA,20250505 15:44:00 US/Eastern,114.32,114.33,114.25,114.29,225564,114.283,748
NVDA,20250505 15:45:00 US/Eastern,114.28,114.3,114.22,114.23,173527,114.258,564
NVDA,20250505 15:46:00 US/Eastern,114.22,114.22,114.05,114.13,459781,114.111,1225
NVDA,20250505 15:47:00 US/Eastern,114.13,114.27,114.1,114.27,285568,114.186,851
NVDA,20250505 15:48:00 US/Eastern,114.27,114.32,114.22,114.29,214032,114.276,601
NVDA,20250505 15:49:00 US/Eastern,114.28,114.32,114.21,114.26,154332,114.26,617
NVDA,20250505 15:50:00 US/Eastern,114.26,114.38,114.2,114.27,288245,114.264,1300
NVDA,20250505 15:51:00 US/Eastern,114.26,114.28,114.1,114.11,287446,114.183,985
NVDA,20250505 15:52:00 US/Eastern,114.12,114.14,114.07,114.14,249870,114.11,943
NVDA,20250505 15:53:00 US/Eastern,114.13,114.14,114.02,114.04,391604,114.046,1303
NVDA,20250505 15:54:00 US/Eastern,114.03,114.05,113.69,113.88,695000,113.863,2793
NVDA,20250505 15:55:00 US/Eastern,113.87,114.02,113.78,113.95,485637,113.93,2025
NVDA,20250505 15:56:00 US/Eastern,113.94,113.95,113.82,113.84,356879,113.883,1458
NVDA,20250505 15:57:00 US/Eastern,113.84,113.92,113.81,113.89,534069,113.87,1941
NVDA,20250505 15:58:00 US/Eastern,113.89,113.91,113.76,113.77,596469,113.825,2131
NVDA,20250505 15:59:00 US/Eastern,113.77,113.88,113.69,113.82,1729118,113.757,6499
